,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
43,0.447368421053,0.395061728395,0.36170212766,0.0373831775701,0.745454545455,0.397435897436,0.559829059829,0.423569023569,0.534246575342,0.62962962963,0.189655172414,0.5
44,0.473684210526,0.37037037037,0.340425531915,0.0373831775701,0.8,0.397435897436,0.568376068376,0.423569023569,0.561643835616,0.62962962963,0.189655172414,0.5
45,0.657894736842,0.246913580247,0.446808510638,0.0373831775701,0.763636363636,0.461538461538,0.623931623932,0.403367003367,0.452054794521,0.574074074074,0.275862068966,0.666666666667
46,0.342105263158,0.913580246914,0.340425531915,0.177570093458,0.854545454545,0.782051282051,0.790598290598,0.463973063973,0.602739726027,0.555555555556,0.241379310345,0.166666666667
47,0.342105263158,0.938271604938,0.31914893617,0.177570093458,0.909090909091,0.769230769231,0.794871794872,0.457239057239,0.575342465753,0.555555555556,0.241379310345,0.333333333333
48,0.552631578947,0.567901234568,0.340425531915,0.317757009346,0.963636363636,0.333333333333,0.594017094017,0.558249158249,0.41095890411,0.444444444444,0.241379310345,0.5
49,0.526315789474,0.271604938272,0.531914893617,0.205607476636,0.927272727273,0.384615384615,0.551282051282,0.531313131313,0.72602739726,0.481481481481,0.241379310345,0.333333333333
50,0.605263157895,0.271604938272,0.446808510638,0.0467289719626,0.836363636364,0.371794871795,0.649572649573,0.309090909091,0.712328767123,0.407407407407,0.568965517241,0.5
51,0.447368421053,0.41975308642,0.404255319149,0.0233644859813,0.945454545455,0.474358974359,0.440170940171,0.288888888889,0.698630136986,0.666666666667,0.448275862069,0.666666666667
52,0.342105263158,0.197530864198,0.489361702128,0.0233644859813,0.745454545455,0.24358974359,0.260683760684,0.261952861953,0.671232876712,0.444444444444,0.431034482759,0.666666666667
53,0.394736842105,0.246913580247,0.531914893617,0.018691588785,0.527272727273,0.474358974359,0.371794871795,0.268686868687,0.657534246575,0.240740740741,0.431034482759,0.5
55,0.526315789474,0.41975308642,0.531914893617,0.0327102803738,0.418181818182,0.346153846154,0.726495726496,0.248484848485,0.41095890411,0.555555555556,0.448275862069,0.5
56,0.605263157895,0.320987654321,0.510638297872,0.528037383178,0.490909090909,0.448717948718,0.820512820513,0.612121212121,0.356164383562,0.518518518519,0.206896551724,0.5
57,0.289473684211,0.271604938272,0.340425531915,0.551401869159,0.581818181818,0.615384615385,0.538461538462,0.679461279461,0.643835616438,0.259259259259,0.0862068965517,0.5
58,0.447368421053,0.740740740741,0.106382978723,0.18691588785,0.509090909091,0.294871794872,0.24358974359,0.403367003367,0.383561643836,0.296296296296,0.310344827586,0.5
59,0.657894736842,0.296296296296,0.553191489362,0.0280373831776,0.4,0.538461538462,0.384615384615,0.369696969697,0.72602739726,0.222222222222,0.258620689655,0.5
61,0.289473684211,0.271604938272,0.340425531915,0.551401869159,0.581818181818,0.615384615385,0.538461538462,0.679461279461,0.643835616438,0.259259259259,0.0862068965517,0.5
63,0.447368421053,0.740740740741,0.106382978723,0.18691588785,0.509090909091,0.294871794872,0.24358974359,0.403367003367,0.383561643836,0.296296296296,0.310344827586,0.5
64,0.605263157895,0.395061728395,0.36170212766,0.0373831775701,0.4,0.371794871795,0.431623931624,0.376430976431,0.438356164384,0.444444444444,0.327586206897,0.5
66,0.394736842105,0.444444444444,0.297872340426,0.271028037383,0.436363636364,0.320512820513,0.440170940171,0.214814814815,0.534246575342,0.5,0.724137931034,0.666666666667
68,0.473684210526,0.37037037037,0.446808510638,0.0700934579439,0.545454545455,0.358974358974,0.320512820513,0.369696969697,0.684931506849,0.777777777778,0.396551724138,0.833333333333
69,0.657894736842,0.395061728395,0.404255319149,0.443925233645,0.618181818182,0.24358974359,0.358974358974,0.612121212121,0.41095890411,0.240740740741,0.189655172414,0.333333333333
70,0.342105263158,0.469135802469,0.702127659574,0.336448598131,0.727272727273,0.589743589744,0.952991452991,0.571717171717,0.369863013699,0.537037037037,0.103448275862,0.5
71,0.5,0.543209876543,0.276595744681,0.18691588785,0.818181818182,0.621794871795,0.929487179487,0.585185185185,0.671232876712,0.703703703704,0.189655172414,0.333333333333
73,0.973684210526,0.37037037037,0.765957446809,0.018691588785,0.690909090909,0.0897435897436,0.217948717949,0.470707070707,0.164383561644,0.5,0.120689655172,0.5
74,0.473684210526,0.37037037037,0.446808510638,0.0700934579439,0.545454545455,0.358974358974,0.320512820513,0.369696969697,0.684931506849,0.777777777778,0.396551724138,0.833333333333
75,0.657894736842,0.395061728395,0.404255319149,0.443925233645,0.618181818182,0.24358974359,0.358974358974,0.612121212121,0.41095890411,0.240740740741,0.189655172414,0.333333333333
76,0.578947368421,0.246913580247,0.553191489362,0.0373831775701,0.490909090909,0.371794871795,0.282051282051,0.181144781145,0.58904109589,0.277777777778,0.741379310345,0.666666666667
77,0.552631578947,0.592592592593,0.510638297872,0.0327102803738,0.472727272727,0.230769230769,0.205128205128,0.275420875421,0.657534246575,0.796296296296,0.620689655172,0.666666666667
78,0.657894736842,0.246913580247,0.425531914894,0.383177570093,0.872727272727,0.307692307692,0.350427350427,0.605387205387,0.150684931507,0.62962962963,0.155172413793,0.333333333333
81,0.578947368421,0.296296296296,0.510638297872,0.719626168224,0.618181818182,0.628205128205,0.619658119658,0.767003367003,0.520547945205,0.703703703704,0.137931034483,0.5
82,0.578947368421,0.641975308642,0.212765957447,0.257009345794,0.854545454545,0.576923076923,0.611111111111,0.504377104377,0.465753424658,0.37037037037,0.275862068966,0.333333333333
83,0.631578947368,0.345679012346,0.425531914894,0.355140186916,0.563636363636,0.512820512821,0.794871794872,0.639057239057,0.684931506849,0.444444444444,0.189655172414,0.5
87,0.5,0.41975308642,0.446808510638,0.593457943925,0.618181818182,0.858974358974,0.773504273504,0.679461279461,0.534246575342,0.481481481481,0.224137931034,0.5
91,0.315789473684,0.469135802469,0.702127659574,0.322429906542,0.6,0.807692307692,0.948717948718,0.578451178451,0.397260273973,0.462962962963,0.103448275862,0.333333333333
92,0.526315789474,0.395061728395,0.489361702128,0.0514018691589,0.345454545455,0.576923076923,0.491452991453,0.194612794613,0.58904109589,0.333333333333,0.724137931034,0.666666666667
93,0.526315789474,0.320987654321,0.489361702128,0.0560747663551,0.327272727273,0.589743589744,0.491452991453,0.187878787879,0.575342465753,0.351851851852,0.724137931034,0.666666666667
94,0.684210526316,0.222222222222,0.468085106383,0.0514018691589,0.436363636364,0.628205128205,0.542735042735,0.302356902357,0.520547945205,0.407407407407,0.534482758621,0.666666666667
95,0.578947368421,0.444444444444,0.404255319149,0.551401869159,0.509090909091,0.769230769231,0.935897435897,0.659259259259,0.287671232877,0.37037037037,0.137931034483,0.5
97,0.973684210526,0.456790123457,0.553191489362,0.0280373831776,0.327272727273,0.166666666667,0.252136752137,0.282154882155,0.164383561644,0.259259259259,0.51724137931,0.666666666667
100,0.657894736842,0.41975308642,0.574468085106,0.602803738318,0.8,0.641025641026,0.730769230769,0.699663299663,0.232876712329,0.407407407407,0.120689655172,0.333333333333
101,0.578947368421,0.0987654320988,0.468085106383,0.420560747664,0.690909090909,0.794871794872,0.602564102564,0.612121212121,0.780821917808,0.351851851852,0.172413793103,0.333333333333
102,0.289473684211,0.320987654321,0.297872340426,0.53738317757,0.618181818182,0.679487179487,0.611111111111,0.665993265993,0.698630136986,0.314814814815,0.172413793103,0.333333333333
103,0.684210526316,0.555555555556,0.63829787234,0.855140186916,0.781818181818,0.538461538462,0.636752136752,0.868013468013,0.219178082192,0.444444444444,0.103448275862,0.333333333333
104,0.657894736842,0.41975308642,0.574468085106,0.602803738318,0.8,0.641025641026,0.730769230769,0.699663299663,0.232876712329,0.407407407407,0.120689655172,0.333333333333
105,0.631578947368,0.123456790123,0.468085106383,0.644859813084,0.636363636364,0.410256410256,0.376068376068,0.692929292929,0.506849315068,0.240740740741,0.137931034483,0.5
106,0.578947368421,0.0987654320988,0.468085106383,0.420560747664,0.690909090909,0.794871794872,0.602564102564,0.612121212121,0.780821917808,0.351851851852,0.172413793103,0.333333333333
107,0.578947368421,0.37037037037,0.531914893617,0.742990654206,0.436363636364,0.74358974359,0.641025641026,0.800673400673,0.452054794521,0.685185185185,0.120689655172,0.5
108,0.578947368421,0.37037037037,0.531914893617,0.742990654206,0.436363636364,0.74358974359,0.641025641026,0.800673400673,0.452054794521,0.685185185185,0.120689655172,0.5
109,0.526315789474,0.617283950617,0.382978723404,0.0327102803738,0.636363636364,0.448717948718,0.709401709402,0.376430976431,0.602739726027,0.703703703704,0.327586206897,0.333333333333
111,0.605263157895,0.469135802469,0.765957446809,0.848130841121,0.654545454545,0.551282051282,1.0,0.868013468013,0.287671232877,0.555555555556,0.0862068965517,0.333333333333
112,0.605263157895,0.567901234568,0.851063829787,0.593457943925,0.727272727273,0.846153846154,0.74358974359,0.746801346801,0.246575342466,0.462962962963,0.137931034483,0.333333333333
113,0.473684210526,0.814814814815,0.510638297872,0.401869158879,0.6,0.346153846154,0.551282051282,0.652525252525,0.534246575342,0.537037037037,0.120689655172,0.333333333333
114,0.473684210526,0.814814814815,0.510638297872,0.401869158879,0.6,0.346153846154,0.551282051282,0.652525252525,0.534246575342,0.537037037037,0.120689655172,0.333333333333
116,0.289473684211,0.567901234568,0.297872340426,0.126168224299,0.454545454545,0.294871794872,0.521367521368,0.288888888889,0.657534246575,0.407407407407,0.5,0.5
117,0.552631578947,0.148148148148,0.63829787234,0.0514018691589,0.345454545455,0.179487179487,0.273504273504,0.268686868687,0.493150684932,0.37037037037,0.586206896552,0.5
118,0.605263157895,0.567901234568,0.851063829787,0.593457943925,0.727272727273,0.846153846154,0.74358974359,0.746801346801,0.246575342466,0.462962962963,0.137931034483,0.333333333333
119,0.631578947368,0.592592592593,0.808510638298,0.593457943925,0.8,0.705128205128,0.747863247863,0.746801346801,0.287671232877,0.518518518519,0.137931034483,0.333333333333
121,0.763157894737,0.395061728395,0.468085106383,0.542056074766,0.690909090909,0.512820512821,0.5,0.760269360269,0.246575342466,0.592592592593,0.0689655172414,0.333333333333
122,0.657894736842,0.197530864198,0.446808510638,0.292056074766,0.781818181818,0.371794871795,0.470085470085,0.544781144781,0.630136986301,0.222222222222,0.224137931034,0.333333333333
123,0.526315789474,0.271604938272,0.382978723404,0.205607476636,0.763636363636,0.153846153846,0.534188034188,0.544781144781,0.630136986301,0.259259259259,0.120689655172,0.5
125,0.473684210526,0.271604938272,0.553191489362,0.0233644859813,0.181818181818,0.782051282051,0.521367521368,0.275420875421,0.602739726027,0.481481481481,0.448275862069,0.5
126,0.657894736842,0.765432098765,0.276595744681,0.299065420561,0.309090909091,0.346153846154,0.448717948718,0.463973063973,0.424657534247,0.37037037037,0.362068965517,0.333333333333
127,0.421052631579,0.395061728395,0.468085106383,0.327102803738,0.4,0.589743589744,0.777777777778,0.585185185185,0.849315068493,0.592592592593,0.224137931034,0.666666666667
128,0.315789473684,0.543209876543,0.978723404255,0.102803738318,0.509090909091,0.576923076923,0.675213675214,0.356228956229,0.643835616438,0.648148148148,0.431034482759,0.666666666667
129,0.315789473684,0.543209876543,0.978723404255,0.0981308411215,0.545454545455,0.564102564103,0.696581196581,0.356228956229,0.657534246575,0.648148148148,0.431034482759,0.5
130,0.210526315789,0.444444444444,0.31914893617,0.457943925234,0.0727272727273,0.0641025641026,0.153846153846,0.463973063973,0.767123287671,0.277777777778,0.379310344828,0.333333333333
131,0.421052631579,0.395061728395,0.468085106383,0.327102803738,0.4,0.589743589744,0.777777777778,0.585185185185,0.849315068493,0.592592592593,0.224137931034,0.666666666667
132,0.421052631579,0.851851851852,0.63829787234,0.584112149533,0.4,0.730769230769,0.940170940171,0.726599326599,0.547945205479,0.648148148148,0.103448275862,0.333333333333
133,0.447368421053,0.395061728395,0.36170212766,0.710280373832,0.345454545455,0.564102564103,0.713675213675,0.746801346801,0.561643835616,0.537037037037,0.137931034483,0.333333333333
134,0.5,0.469135802469,0.255319148936,0.35046728972,0.327272727273,0.679487179487,0.777777777778,0.605387205387,0.493150684932,0.555555555556,0.0862068965517,0.333333333333
135,0.473684210526,0.469135802469,0.446808510638,0.705607476636,0.363636363636,0.538461538462,0.675213675214,0.726599326599,0.58904109589,0.62962962963,0.206896551724,0.333333333333
136,0.868421052632,0.37037037037,0.63829787234,0.0280373831776,0.2,0.435897435897,0.42735042735,0.329292929293,0.397260273973,0.296296296296,0.396551724138,0.5
138,0.5,0.271604938272,0.553191489362,0.0607476635514,0.345454545455,0.358974358974,0.320512820513,0.309090909091,0.438356164384,0.592592592593,0.413793103448,0.666666666667
139,0.842105263158,0.493827160494,0.617021276596,0.0607476635514,0.236363636364,0.205128205128,0.247863247863,0.349494949495,0.547945205479,0.555555555556,0.586206896552,0.5
140,0.368421052632,0.567901234568,0.510638297872,0.0747663551402,0.527272727273,0.230769230769,0.239316239316,0.376430976431,0.643835616438,0.388888888889,0.310344827586,0.333333333333
142,0.789473684211,0.320987654321,0.63829787234,0.0280373831776,0.418181818182,0.461538461538,0.367521367521,0.329292929293,0.520547945205,0.592592592593,0.413793103448,0.5
143,0.947368421053,0.320987654321,0.659574468085,0.172897196262,0.363636363636,0.282051282051,0.333333333333,0.511111111111,0.479452054795,0.574074074074,0.224137931034,0.5
144,0.842105263158,0.296296296296,0.63829787234,0.0654205607477,0.381818181818,0.217948717949,0.282051282051,0.336026936027,0.397260273973,0.592592592593,0.48275862069,0.5
145,0.368421052632,0.432098765432,0.574468085106,0.0233644859813,0.436363636364,0.448717948718,0.397435897436,0.228282828283,0.232876712329,0.314814814815,0.431034482759,0.5
146,0.184210526316,0.197530864198,0.36170212766,0.0373831775701,0.509090909091,0.653846153846,0.628205128205,0.315824915825,0.616438356164,0.277777777778,0.293103448276,0.5
148,0.368421052632,0.641975308642,0.489361702128,0.18691588785,0.327272727273,0.217948717949,0.252136752137,0.309090909091,0.753424657534,0.666666666667,0.620689655172,0.666666666667
149,0.526315789474,0.41975308642,0.425531914894,0.163551401869,0.690909090909,0.269230769231,0.405982905983,0.463973063973,0.219178082192,0.296296296296,0.172413793103,0.5
150,0.789473684211,0.345679012346,0.595744680851,0.345794392523,0.490909090909,0.564102564103,0.559829059829,0.423569023569,0.397260273973,0.185185185185,0.534482758621,0.666666666667
151,0.710526315789,0.246913580247,0.765957446809,0.448598130841,0.709090909091,0.717948717949,0.487179487179,0.652525252525,0.424657534247,0.388888888889,0.258620689655,0.5
152,0.526315789474,0.41975308642,0.425531914894,0.163551401869,0.690909090909,0.269230769231,0.405982905983,0.463973063973,0.219178082192,0.296296296296,0.172413793103,0.5
153,0.605263157895,0.246913580247,0.659574468085,0.0280373831776,0.581818181818,0.5,0.324786324786,0.322558922559,0.424657534247,0.425925925926,0.344827586207,0.333333333333
155,0.657894736842,0.395061728395,0.68085106383,0.626168224299,0.909090909091,0.589743589744,0.75641025641,0.726599326599,0.0821917808219,0.37037037037,0.0862068965517,0.5
156,0.657894736842,0.395061728395,0.68085106383,0.626168224299,0.909090909091,0.589743589744,0.75641025641,0.726599326599,0.0821917808219,0.37037037037,0.0862068965517,0.5
157,0.315789473684,0.592592592593,0.297872340426,0.0420560747664,0.363636363636,0.461538461538,0.440170940171,0.181144781145,0.630136986301,0.37037037037,0.689655172414,0.666666666667
160,0.315789473684,0.592592592593,0.297872340426,0.0420560747664,0.363636363636,0.461538461538,0.440170940171,0.181144781145,0.630136986301,0.37037037037,0.689655172414,0.666666666667
161,0.394736842105,0.345679012346,0.978723404255,0.64953271028,0.709090909091,0.320512820513,0.589743589744,0.733333333333,0.205479452055,0.333333333333,0.120689655172,0.333333333333
162,0.368421052632,0.691358024691,0.425531914894,0.196261682243,0.6,0.153846153846,0.273504273504,0.410101010101,0.616438356164,0.314814814815,0.379310344828,0.333333333333
163,0.657894736842,0.395061728395,0.68085106383,0.626168224299,0.909090909091,0.589743589744,0.75641025641,0.726599326599,0.0821917808219,0.37037037037,0.0862068965517,0.5
164,0.473684210526,0.395061728395,0.531914893617,0.584112149533,0.618181818182,0.794871794872,0.786324786325,0.665993265993,0.438356164384,0.518518518519,0.189655172414,0.333333333333
165,0.552631578947,0.37037037037,0.553191489362,0.579439252336,0.636363636364,0.897435897436,0.666666666667,0.679461279461,0.452054794521,0.5,0.241379310345,0.333333333333
166,0.921052631579,0.469135802469,0.765957446809,0.378504672897,0.581818181818,0.474358974359,0.752136752137,0.692929292929,0.424657534247,0.685185185185,0.206896551724,0.5
167,0.473684210526,0.938271604938,0.170212765957,0.0841121495327,0.327272727273,0.294871794872,0.32905982906,0.167676767677,0.342465753425,0.407407407407,0.724137931034,0.666666666667
168,0.684210526316,0.518518518519,0.446808510638,0.390186915888,0.709090909091,0.230769230769,0.555555555556,0.652525252525,0.342465753425,0.592592592593,0.155172413793,0.333333333333
170,0.578947368421,0.543209876543,0.765957446809,0.0420560747664,0.909090909091,0.346153846154,0.478632478632,0.235016835017,0.397260273973,0.592592592593,0.741379310345,0.5
171,0.789473684211,0.271604938272,0.744680851064,0.0420560747664,0.527272727273,0.192307692308,0.320512820513,0.309090909091,0.41095890411,0.314814814815,0.448275862069,0.5
172,0.710526315789,0.987654320988,0.574468085106,0.00934579439252,0.381818181818,0.025641025641,0.337606837607,0.208080808081,0.27397260274,0.314814814815,0.51724137931,0.166666666667
173,0.368421052632,0.345679012346,0.702127659574,0.184579439252,0.4,0.371794871795,0.465811965812,0.315824915825,0.712328767123,0.203703703704,0.534482758621,0.666666666667
174,0.684210526316,0.469135802469,0.446808510638,0.799065420561,0.636363636364,0.397435897436,0.649572649573,0.800673400673,0.356164383562,0.777777777778,0.310344827586,0.333333333333
175,0.526315789474,0.37037037037,0.63829787234,0.322429906542,0.436363636364,0.615384615385,0.555555555556,0.376430976431,0.383561643836,0.0925925925926,0.51724137931,0.5
176,0.605263157895,0.592592592593,0.787234042553,0.210280373832,0.509090909091,0.217948717949,0.188034188034,0.261952861953,0.27397260274,0.351851851852,0.724137931034,0.166666666667
177,0.263157894737,0.37037037037,0.425531914894,0.57476635514,0.690909090909,0.705128205128,0.636752136752,0.679461279461,0.616438356164,0.314814814815,0.172413793103,0.333333333333
179,0.394736842105,0.41975308642,0.468085106383,0.228971962617,0.6,0.5,0.662393162393,0.531313131313,0.493150684932,0.851851851852,0.137931034483,0.5
180,0.394736842105,0.617283950617,0.446808510638,0.228971962617,0.581818181818,0.512820512821,0.649572649573,0.538047138047,0.493150684932,0.814814814815,0.155172413793,0.5
181,0.578947368421,0.641975308642,0.106382978723,0.0280373831776,0.672727272727,0.75641025641,0.692307692308,0.437037037037,0.356164383562,0.388888888889,0.137931034483,0.333333333333
182,0.5,0.493827160494,0.63829787234,1.0,0.581818181818,0.589743589744,0.623931623932,0.935353535354,0.13698630137,0.518518518519,0.051724137931,0.333333333333
183,0.526315789474,0.469135802469,0.63829787234,0.626168224299,0.618181818182,0.794871794872,0.880341880342,0.726599326599,0.479452054795,0.666666666667,0.206896551724,0.5
184,0.5,0.444444444444,0.978723404255,0.528037383178,0.490909090909,0.794871794872,0.876068376068,0.665993265993,0.260273972603,0.759259259259,0.155172413793,0.333333333333
185,0.5,0.518518518519,0.978723404255,0.528037383178,0.490909090909,0.820512820513,0.893162393162,0.679461279461,0.260273972603,0.759259259259,0.155172413793,0.333333333333
186,0.473684210526,0.395061728395,0.659574468085,0.411214953271,0.436363636364,0.602564102564,0.619658119658,0.558249158249,0.397260273973,0.722222222222,0.258620689655,0.5
187,0.263157894737,0.543209876543,0.276595744681,0.168224299065,0.4,0.512820512821,0.418803418803,0.356228956229,0.438356164384,0.518518518519,0.448275862069,0.333333333333
189,0.421052631579,0.493827160494,0.382978723404,0.369158878505,0.563636363636,0.666666666667,0.807692307692,0.612121212121,0.356164383562,0.592592592593,0.0862068965517,0.166666666667
190,0.447368421053,0.493827160494,0.382978723404,0.369158878505,0.654545454545,0.679487179487,0.811965811966,0.612121212121,0.356164383562,0.611111111111,0.0862068965517,0.5
191,0.5,0.493827160494,0.63829787234,1.0,0.581818181818,0.589743589744,0.623931623932,0.935353535354,0.13698630137,0.518518518519,0.051724137931,0.333333333333
192,0.5,0.493827160494,0.553191489362,0.345794392523,0.527272727273,0.333333333333,0.435897435897,0.383164983165,0.260273972603,0.277777777778,0.51724137931,0.5
193,0.447368421053,0.172839506173,0.510638297872,0.210280373832,0.709090909091,0.410256410256,0.444444444444,0.477441077441,0.72602739726,0.37037037037,0.206896551724,0.333333333333
197,0.5,0.444444444444,0.297872340426,0.336448598131,0.654545454545,0.666666666667,0.824786324786,0.605387205387,0.41095890411,0.462962962963,0.0862068965517,0.333333333333
198,0.578947368421,0.592592592593,0.297872340426,0.584112149533,0.618181818182,0.641025641026,0.782051282051,0.733333333333,0.369863013699,0.5,0.0689655172414,0.333333333333
199,0.5,0.444444444444,0.297872340426,0.336448598131,0.654545454545,0.666666666667,0.824786324786,0.605387205387,0.41095890411,0.462962962963,0.0862068965517,0.333333333333
200,0.5,0.469135802469,0.340425531915,0.724299065421,0.6,0.679487179487,0.747863247863,0.760269360269,0.438356164384,0.518518518519,0.155172413793,0.333333333333
201,0.578947368421,0.592592592593,0.297872340426,0.584112149533,0.618181818182,0.641025641026,0.782051282051,0.733333333333,0.369863013699,0.5,0.0689655172414,0.333333333333
203,0.5,0.444444444444,0.510638297872,0.621495327103,0.327272727273,0.474358974359,0.482905982906,0.524579124579,0.684931506849,0.574074074074,0.620689655172,0.5
204,0.236842105263,0.493827160494,0.531914893617,0.0794392523364,0.672727272727,0.435897435897,0.397435897436,0.356228956229,0.616438356164,0.518518518519,0.310344827586,0.166666666667
205,0.394736842105,0.320987654321,0.851063829787,0.514018691589,0.472727272727,0.551282051282,0.564102564103,0.679461279461,0.438356164384,0.388888888889,0.0689655172414,0.333333333333
